ID;Ano;DOI;Study;Localização;Experimental;Controle;Classe  de Solo WRB/USDA ;Classe de solo SiBSC;Profundidade (cm);Variavel;m_e;sd_e;n_e;m_c;sd_c;n_c;ln;Unidade;Objetivo Resumido;Observações importantes
98;2025;10.1016/j.fcr.2025.109821;Li et al.;China;Straw Mulching  + N120;Conventional Treatment  + N120;Cumulic Anthrosol;Argissolo;0–20;Total Nitrogen (TN);1,13;0,02;3;0,99;0,03;3;0,13;g kg⁻¹;Comparar TN sob diferentes estratégias de manejo.;"Straw + N120 aumentou TN em 14.1%; valores extraídos da Tabela 2."
98;2025;10.1016/j.fcr.2025.109821;Li et al.;China;Straw Mulching  + N120;Conventional Treatment  + N120;Cumulic Anthrosol;Argissolo;0–20;Soil pH;8,23;0,11;3;8,3;0,01;3;-0,01;01:02,5;Avaliar se o manejo influencia a acidez do solo.;Redução sutil no pH sob palha + N120, conforme Tabela 2 (2021–2022).
99;2025;10.1016/j.fcr.2025.109821;Li et al.;China;Straw Mulching  + N120;Conventional Treatment  + N120;Cumulic Anthrosol;Argissolo;0–20;Soil Organic Carbon (SOC);11,16;0,2;3;9,71;0,11;3;0,14;g kg⁻¹;Avaliar o efeito da cobertura com palha e fertilização nitrogenada sobre o C orgânico do solo.;"Valores médios da Tabela 2 (2021–2022); palha + N120 aumentou o SOC em 14.9%."
99;2025;10.1016/j.fcr.2025.109821;Li et al.;China;Straw Mulching  + N120;Conventional Treatment  + N120;Cumulic Anthrosol;Argissolo;0–20;Total Nitrogen (TN);1,13;0,02;3;0,99;0,03;3;0,13;g kg⁻¹;Comparar TN sob diferentes estratégias de manejo.;"Straw + N120 aumentou TN em 14.1%; valores extraídos da Tabela 2."
99;2025;10.1016/j.fcr.2025.109821;Li et al.;China;Straw Mulching  + N120;Conventional Treatment  + N120;Cumulic Anthrosol;Argissolo;0–20;Soil pH;8,23;0,11;3;8,3;0,01;3;-0,01;01:02,5;Avaliar se o manejo influencia a acidez do solo.;Redução sutil no pH sob palha + N120, conforme Tabela 2 (2021–2022).
100;2025;10.1016/j.fcr.2025.109834;Yang et al.;China;Straw Mulching  + N120;Conventional Treatment  + N120;Silty Sandy Loam;Solo Salino;0–20;Soil Organic Carbon (SOC);8,91;0,25;3;8,19;0,27;3;0,08;g kg⁻¹;Avaliar os efeitos de rotações com leguminosas sobre o carbono orgânico do solo em cultivo duplo trigo-milho.;"Pns-WM aumentou SOC em 8.8%; valores da Fig. 3g."
100;2025;10.1016/j.fcr.2025.109834;Yang et al.;China;Peanut +  Wheat-Maize;Wheat-Maize Continuado;Silty Sandy Loam;Solo Salino;0–20;Total Nitrogen (TN);1,21;–;3;1,25;0,27;3;-0,03;g kg⁻¹;Verificar o efeito da rotação leguminosa sobre o teor total de N.;"TN levemente menor sob Pns-WM devido à exportação de resíduos; discutido na Seção 4.1."
100;2025;10.1016/j.fcr.2025.109834;Yang et al.;China;Peanut +  Wheat-Maize;Wheat-Maize Continuado;Silty Sandy Loam;Solo Salino;0–20;Soil pH;7,56;0,25;3;7,8;0,27;3;-0,03;01:02,5;Avaliar o impacto da rotação sobre a acidez do solo.;Rotação Pns-WM reduziu significativamente o pH (Fig. 3f).
100;2025;10.1016/j.fcr.2025.109834;Yang et al.;China;Peanut +  Wheat-Maize;Wheat-Maize Continuado;Silty Sandy Loam;Solo Salino;0–20;Available Potassium (AK);127,8;0,25;3;138;0,27;3;-0,08;mg kg⁻¹;Comparar os teores de K disponível entre as rotações.;"AK levemente menor em Pns-WM; Fig. 3e."
100;2025;10.1016/j.fcr.2025.109834;Yang et al.;China;Peanut +  Wheat-Maize;Wheat-Maize Continuado;Silty Sandy Loam;Solo Salino;0–20;Available Total Phosphorus (ATP);14,35;0,25;3;11,61;0,27;3;0,21;mg kg⁻¹;Verificar o impacto das rotações sobre a disponibilidade de fósforo.;"ATP significativamente maior em Pns-WM; Fig. 3d."
100;2025;10.1016/j.fcr.2025.109834;Yang et al.;China;Peanut +  Wheat-Maize;Wheat-Maize Continuado;Silty Sandy Loam;Solo Salino;0–20;Soil Organic Carbon (SOC);8,25;0,25;3;8,19;0,27;3;0,01;g kg⁻¹;Avaliar a contribuição da batata-doce na rotação para o carbono orgânico do solo.;"Incremento modesto no SOC sob Psw-WM; valores da Fig. 3g."
100;2025;10.1016/j.fcr.2025.109834;Yang et al.;China;Sweet Potato +  Wheat-Maize;Wheat-Maize Continuado;Silty Sandy Loam;Solo Salino;0–20;Total Nitrogen (TN);1,23;0,25;3;1,25;0,27;3;-0,02;g kg⁻¹;Comparar os teores de nitrogênio total entre sistemas rotacionados.;"Valores semelhantes entre Psw-WM e WM-WM; Seção 4.1."
100;2025;10.1016/j.fcr.2025.109834;Yang et al.;China;Sweet Potato +  Wheat-Maize;Wheat-Maize Continuado;Silty Sandy Loam;Solo Salino;0–20;Soil pH;7,64;0,25;3;7,8;0,27;3;-0,02;01:02,5;Avaliar o efeito da batata-doce sobre o pH do solo.;"Leve redução do pH sob Psw-WM; Fig. 3f."
100;2025;10.1016/j.fcr.2025.109834;Yang et al.;China;Sweet Potato +  Wheat-Maize;Wheat-Maize Continuado;Silty Sandy Loam;Solo Salino;0–20;Available Potassium (AK);134;0,25;3;138;0,27;3;-0,03;mg kg⁻¹;Comparar níveis de potássio disponível.;"Redução leve em Psw-WM; Fig. 3e."
100;2025;10.1016/j.fcr.2025.109834;Yang et al.;China;Sweet Potato +  Wheat-Maize;Wheat-Maize Continuado;Silty Sandy Loam;Solo Salino;0–20;Available Total Phosphorus (ATP);13,11;0,25;3;11,61;0,27;3;0,12;mg kg⁻¹;Avaliar o impacto do sistema de rotação no fósforo disponível.;"Psw-WM aumentou ATP em relação ao monocultivo; Fig. 3d."
100;2025;10.1016/j.fcr.2025.109834;Yang et al.;China;Sweet Potato +  Wheat-Maize;Wheat-Maize Continuado;Silty Sandy Loam;Solo Salino;0–20;Soil Organic Carbon (SOC);8,58;0,25;3;8,19;0,27;3;0,05;g kg⁻¹;Avaliar o impacto do sorgo na rotação sobre o SOC do solo.;"SOC levemente superior ao WM-WM; Fig. 3g."
100;2025;10.1016/j.fcr.2025.109834;Yang et al.;China;Sorghum +  Wheat-Maize;Wheat-Maize Continuado;Silty Sandy Loam;Solo Salino;0–20;Total Nitrogen (TN);1,24;0,25;3;1,25;0,27;3;-0,01;g kg⁻¹;Verificar os efeitos do sorgo no N total do solo.;"Teores semelhantes entre Sor-WM e WM-WM; discutido na seção de resultados."
100;2025;10.1016/j.fcr.2025.109834;Yang et al.;China;Sorghum +  Wheat-Maize;Wheat-Maize Continuado;Silty Sandy Loam;Solo Salino;0–20;Soil pH;7,68;0,25;3;7,8;0,27;3;-0,02;01:02,5;Comparar a acidez do solo sob sorgo e monocultivo.;"Redução moderada de pH com rotação com sorgo; Fig. 3f."
100;2025;10.1016/j.fcr.2025.109834;Yang et al.;China;Sorghum +  Wheat-Maize;Wheat-Maize Continuado;Silty Sandy Loam;Solo Salino;0–20;Available Potassium (AK);135,7;0,25;3;138;0,27;3;-0,02;mg kg⁻¹;Comparar os níveis de K disponível sob as rotações.;"Leve decréscimo no AK com sorgo; Fig. 3e."
100;2025;10.1016/j.fcr.2025.109834;Yang et al.;China;Sorghum +  Wheat-Maize;Wheat-Maize Continuado;Silty Sandy Loam;Solo Salino;0–20;Available Total Phosphorus (ATP);12,36;0,25;3;11,61;0,27;3;0,06;mg kg⁻¹;Avaliar o P disponível em sistema com sorgo.;"ATP aumentou com rotação Sor-WM; Fig. 3d."
101;2022;10.1002/agj2.20831;Li et al. (2022);Guanzhong Plain, China;Sorghum +  Wheat-Maize;Wheat-Maize Continuado;Loessial soil;Não especificado;0-20; Soil Organic Carbon (SOC);13,1;0,4;4;;4;4;#DIV/0!;g/kg;Avaliar estratégias integradas de retorno de palha e preparo do solo;"Estudo de longo prazo (7 anos); sistema trigo-milho; tratamento WsMs com melhores resultados"
101;2022;10.1002/agj2.20831;Li et al. (2022);Guanzhong Plain, China;WsMs;WhMh;Loessial soil;Não especificado;0-20;Total Nitrogen (TN);1,4;0,1;4;;3;4;#DIV/0!;g/kg;Avaliar estratégias integradas de retorno de palha e preparo do solo;"Estudo de longo prazo (7 anos); sistema trigo-milho; tratamento WsMs com melhores resultados"
101;2022;10.1002/agj2.20831;Li et al. (2022);Guanzhong Plain, China;WsMs;WhMh;Loessial soil;Não especificado;0-20;Available Total Phosphorus (ATP);18;1,2;4;;;4;#DIV/0!;mg/kg;Avaliar estratégias integradas de retorno de palha e preparo do solo;"Estudo de longo prazo (7 anos); sistema trigo-milho; tratamento WsMs com melhores resultados"
101;2022;10.1002/agj2.20831;Li et al. (2022);Guanzhong Plain, China;WsMs;WhMh;Loessial soil;Não especificado;0-20;Available Potassium (AK);180;10;4;;;4;#DIV/0!;mg/kg;Avaliar estratégias integradas de retorno de palha e preparo do solo;"Estudo de longo prazo (7 anos); sistema trigo-milho; tratamento WsMs com melhores resultados"
102;2025;10.1016/j.fcr.2025.109834;Yang et al. (2025);Quzhou County, Hebei Province, China;WsMs;WhMh;Silty sandy loam / silt-sand-clay loam;Não especificado;0–20;Soil Organic Carbon (SOC);n,i,;;n,i,;8,19;;n,i,;#VALOR!;g/kg;Rotação aumentou o carbono orgânico do solo (SOC) na camada superficial;Essencial para aumento de SMF e rendimento
102;2025;10.1016/j.fcr.2025.109834;Yang et al. (2025);Quzhou County, Hebei Province, China;Pns-WM;WM-WM;Silty sandy loam / silt-sand-clay loam;Não especificado;0–20;Soil pH;7,6;;3;7,9;;3;-0,04;unidade;Rotação com leguminosas reduziu pH levemente;Favorece biodiversidade bacteriana
103;2025;10.1016/j.apsoil.2024.105848;Li et al.;China (Hubei);Pns-WM;WM-WM;Gleysol;Solo hidromórfico;0–20;Soil Organic Carbon (SOC);15,5;;3;13,9;;3;0,11;g/kg;Efeito da semeadura direta e cobertura na fração macro dos agregados.;Média máxima de aumento com ORNS foi 15,5% em relação ao controle.
104;2025;10.1016/j.apsoil.2024.105848;Li et al.;China (Hubei);No-tillage;Convetional Tillage;Gleysol;Solo hidromórfico;0–20;Soil Organic Carbon (SOC);29,9;;3;23;;3;0,26;g/kg;Efeito da semeadura direta e cobertura na fração micro dos agregados.;Aumento médio de 6,2% a 29,9%.
104;2025;10.1016/j.apsoil.2024.105848;Li et al.;China (Hubei);No-tillage;Convetional Tillage;Gleysol;Solo hidromórfico;0–20; Soil Organic Carbon (SOC);142,8;;3;58,9;3;3;0,89;mg/kg;Medir fração dissolvida sob NT com cobertura.;Aumento entre 26,2% a 142,8%.
105;2025;10.1016/j.geodrs.2024.e00910;Dewi et al.;Japão;No-tillage;Convetional Tillage;Andosol;n.i.;0–30;Soil Organic Carbon (SOC);3,96;;4;3,4;;4;0,15;%;Avaliar o impacto da adição de biochar e cobertura vegetal sob plantio direto na concentração de C orgânico do solo.;NT+RY+WB aumentou o SOC em 16,4% vs. MP em 2021.
105;2025;10.1016/j.geodrs.2024.e00910;Dewi et al.;Japão;No-tillage  Rye  Biochar;Moldboard Plow  Fallow;Andosol;n.i.;0–30;Soil pH;6,2;;4;6,5;;4;-0,05;unidade;pH do solo sob diferentes manejos de preparo e cobertura.;"MP teve pH mais alto na camada 0–2.5 cm; sem diferença em 2021."
105;2025;10.1016/j.geodrs.2024.e00910;Dewi et al.;Japão;No-tillage  Rye  Biochar;Moldboard Plow  Fallow;Andosol;n.i.;0–30;Total Nitrogen (TN);0,27;;4;0,23;;4;0,16;%;Comparar teores de nitrogênio total em sistemas com e sem biochar.;TN foi 17,4% maior em NT+RY+WB.
105;2025;10.1016/j.geodrs.2024.e00910;Dewi et al.;Japão;No-tillage  Rye  Biochar;Moldboard Plow  Fallow;Andosol;n.i.;0–30;Available Total Phosphorus (ATP);30,1;;4;26,7;;4;0,12;mg/kg;Avaliar a disponibilidade de fósforo sob sistemas orgânicos regenerativos.;RY e biochar aumentaram ave–P em 2021.
105;2025;10.1016/j.geodrs.2024.e00910;Dewi et al.;Japão;No-tillage  Rye  Biochar;Moldboard Plow  Fallow;Andosol;n.i.;0–30;Available Magnesium (AMg);2,4;;4;1,8;;4;0,29;cmolc/kg;Verificar disponibilidade de Mg sob diferentes sistemas.;MP apresentou menores teores de Mg comparado a NT+RY+WB.
106;2024;10.1002/agj2.21649;Ankomah et al.;Estados Unidos (Geórgia);No-tillage  Rye  Biochar;Moldboard Plow  Fallow;Ultisol;Argissolo;15–30;Soil pH;6,4;;4;6,08;;4;0,05;unidade;Verificar efeito da integração sobre o pH em profundidade.;pH mais alto no CT + Int em 2022.
106;2024;10.1002/agj2.21649;Ankomah et al.;Estados Unidos (Geórgia);Cover Crops  Organic Amendments;Conventional Tillage;Ultisol;Argissolo;0–15;Total Nitrogen (TN);4,84;;4;2,58;;4;0,63;mg/kg;Efeito dos tratamentos sobre o N disponível.;N disponível significativamente maior no CT + Int em 2022.
107;2024;10.1002/ldr.5000;Liu et al.;China (Shandong);Cover Crops  Organic Amendments;Conventional Tillage;Cambisol;Cambissolo;0–20;Soil Organic Carbon (SOC);13,8;n,i,;3;11,7;n,i,;3;0,17;g/kg;Avaliar o efeito da cobertura com palha no acúmulo de carbono orgânico.;Aumento de 17,9% no SOC com NT + palha.
107;2024;10.1002/ldr.5000;Liu et al.;China (Shandong);No-tillage  + Straw Returning;Conventional Tillage;Cambisol;Cambissolo;0–20;Total Nitrogen (TN);1,33;n,i,;3;1,18;n,i,;3;0,12;g/kg;Avaliar a influência do manejo sobre o nitrogênio total.;TN aumentou 12,7% com NT + palha.
107;2024;10.1002/ldr.5000;Liu et al.;China (Shandong);No-tillage  + Straw Returning;Conventional Tillage;Cambisol;Cambissolo;0–20;Soil pH;7,85;n,i,;3;7,74;n,i,;3;0,01;unidade;Comparar variações no pH entre sistemas de manejo.;pH ligeiramente mais elevado com cobertura.
109;2023;10.1007/s11104-023-06461-1;Lima et al.;Brasil (MG);No-tillage  + Straw Returning;Conventional Tillage;Latosol;Latossolo Vermelho;0–5;Soil Organic Carbon (SOC);20,97;1,11;4;17,84;0,61;4;0,16;g/kg;Avaliar o impacto de 16 anos de SPD sobre o teor de C orgânico em Latossolo.;Aumento de 17,6% no SOC na camada superficial.
109;2023;10.1007/s11104-023-06461-1;Lima et al.;Brasil (MG);Plantio Direto (SPD);Preparo Convencional (PC);Latosol;Latossolo Vermelho;0–5;Soil pH;6,3;0,05;4;5,7;0,08;4;0,1;unidade;Avaliar diferenças no pH entre SPD e PC.;SPD resultou em pH mais alto após 16 anos.
109;2023;10.1007/s11104-023-06461-1;Lima et al.;Brasil (MG);SPD;PC;Latosol;Latossolo Vermelho;0–5;Soil Organic Carbon (SOC);20,97;1,11;4;17,84;0,61;4;0,16;g/kg;Avaliar o impacto de 16 anos de SPD sobre o teor de C orgânico em Latossolo.;Aumento de 17,6% no SOC na camada superficial.
110;2023;10.1007/s11104-023-06461-1;Lima et al.;Brasil (MG);No-tillage (NT);Conventional Tillage (CT);Latosol;Latossolo Vermelho;0–5;Soil pH;6,3;0,05;4;5,7;0,08;4;0,1;unidade;Avaliar diferenças no pH entre SPD e PC.;SPD resultou em pH mais alto após 16 anos.
110;2024;10.1007/s11104-024-06592-z;Silva et al.;Brasil (GO);No-tillage (NT);Conventional Tillage (CT);Latosol;Latossolo Vermelho;0–10;Soil Organic Carbon (SOC);21,9;1,4;4;17,2;1,1;4;0,24;g/kg;Avaliar o impacto de 12 anos de integração lavoura-pecuária sobre o carbono do solo.;SOC aumentou 27,3% com ILP.
110;2024;10.1007/s11104-024-06592-z;Silva et al.;Brasil (GO);Sistema Integrado Lavoura-Pecuí¡ria;Conventional Tillage (CT);Latosol;Latossolo Vermelho;0–10;Total Nitrogen (TN);1,68;0,08;4;1,45;0,06;4;0,15;g/kg;Efeito do ILP sobre o nitrogênio total.;TN aumentou 15,9% com ILP.
108;2024;10.1016/j.geoderma.2024.116840;Kim et al.;Coreia do Sul;Sistema Integrado Lavoura-Pecuí¡ria;Conventional Tillage (CT);Ultisol;Argissolo;0–15;Soil Organic Carbon (SOC);14,6;;3;11,2;;3;0,27;g/kg;Avaliar o efeito da compostagem sob preparo reduzido no carbono do solo.;SOC aumentou 30,4% no tratamento conservacionista.
108;2024;10.1016/j.geoderma.2024.116840;Kim et al.;Coreia do Sul;Reduced Tillage  + Compost;Conventional Tillage  + No Compost;Ultisol;Argissolo;0–15;Total Nitrogen (TN);1,37;;3;1,11;;3;0,21;g/kg;Comparar os teores de nitrogênio entre sistemas com e sem compostagem.;TN foi 23,4% maior no sistema com compostagem.
108;2024;10.1016/j.geoderma.2024.116840;Kim et al.;Coreia do Sul;RT  + Compost;CT  + No Compost;Ultisol;Argissolo;0–15;Soil pH;6,7;;3;6,4;;3;0,05;unidade;Efeito da compostagem e manejo conservacionista sobre o pH.;Leve aumento do pH com compostagem e preparo reduzido.
111;2024;10.1111/sum.12999;Długosz et al.;Polônia (Mazóvia);RT  + Compost;CT  + No Compost;Chernozem;Chernossolo;0–10;Soil Organic Carbon (SOC);13,1;0,34;4;11,7;0,31;4;0,11;g/kg;Avaliar o impacto do SPD no carbono do solo em cultivo de soja.;Aumento de 12% no SOC no SPD.
111;2024;10.1111/sum.12999;Długosz et al.;Polônia (Mazóvia);No-tillage;Tillage;Chernozem;Chernossolo;0–10;Total Nitrogen (TN);1,32;0,07;4;1,21;0,06;4;0,09;g/kg;Efeito do SPD sobre o nitrogênio total.;TN aumentou 9% com SPD.
111;2024;10.1111/sum.12999;Długosz et al.;Polônia (Mazóvia);No-tillage;Tillage;Chernozem;Chernossolo;0–10;Soil pH;6,5;0,1;4;6,2;0,1;4;0,05;unidade;Comparar o pH do solo entre os sistemas.;Leve aumento do pH com SPD.
112;2024;10.1016/j.agee.2024.108727;Ma et al.;China (Henan);No-tillage;Tillage;Cambisol;Cambissolo;0–20;Soil Organic Carbon (SOC);11,6;0,4;4;9,4;0,3;4;0,21;g/kg;Avaliar os efeitos da cobertura morta com palha sob SPD no carbono do solo.;SOC aumentou 23,4% com NT + palha após 6 anos.
112;2024;10.1016/j.agee.2024.108727;Ma et al.;China (Henan);No-tillage with straw mulching;Conventional tillage without straw;Cambisol;Cambissolo;0–20;Total Nitrogen (TN);1,21;0,05;4;1,07;0,04;4;0,12;g/kg;Efeito do manejo sobre o nitrogênio total.;TN foi 13,1% maior sob SPD + palha.
112;2024;10.1016/j.agee.2024.108727;Ma et al.;China (Henan);No-tillage with straw mulching;Conventional tillage without straw;Cambisol;Cambissolo;0–20;Soil pH;6,58;0,09;4;6,33;0,06;4;0,04;unidade;Comparar o pH sob diferentes sistemas de manejo.;Aumento de 4% no pH com manejo conservacionista.
134;2023;10.3390/su15042978;Corrado et al. (2023) – Comparing the Carbon Footprint of Conventional and Organic Vineyards in Northern Italy;Itália (Piemonte – Asti e Alessandria);No-tillage with straw mulching;Conventional tillage without straw;Cambisol;Cambissolo;0–20;Soil Organic Carbon (SOC);1,53;0,12;5;1,29;0,1;5;0,17;%;Avaliar o impacto do manejo orgânico e convencional de vinhedos sobre os estoques de carbono no solo.;O manejo orgânico aumentou o SOC em 18,6% comparado ao sistema convencional, com menor emissão de CO₂-eq total.
137;2023;10.1016/j.heliyon.2023.e17814;Byamukama et al. (2023) – Impact of different land uses on selected soil properties in the highlands of southwestern Uganda;Uganda (Kabale District);Organic vineyard management;Conventional vineyard management;Nitisol;Latossolo;0–20;Soil Organic Carbon (SOC);1,82;0,09;3;2,4;0,12;3;-0,28;%;Comparar os teores de carbono orgânico do solo entre agroflorestas de café e áreas de floresta natural.;O sistema agroflorestal apresentou menores teores de SOC, indicando possível perda de matéria orgânica com o manejo agrícola.
143;2018;10.3390/su10010194;Borrelli et al. (2018) – Evaluation of long-term SOC and crop productivity within conservation systems using GFDL-CM21 and EPIC;Estados Unidos (Texas High Plains);Coffee-based agroforestry;Natural forest;Typic Aridic Haplustoll;Latossolo Bruno;0–30;Soil Organic Carbon (SOC);7,48;–;–;5,9;–;–;0,24;Mg ha⁻¹;Avaliar os efeitos de sistemas conservacionistas sobre o carbono orgânico do solo e produtividade agrícola em cenário de mudanças climáticas.;O modelo EPIC simulou incremento de 26.8% no SOC após 95 anos com NT + cobertura, em relação ao preparo convencional.
144;2024;10.1002/jeq2.21564;Huggins et al. (2024) – The LTAR Cropland Common Experiment at R. J. Cook Agronomy Farm;EUA (Pullman, Washington);No-till with cover crop and residue retention;Conventional tillage (baseline);Pachic Ultic Haploxerolls;Chernossolo Páchico;0–20;Soil Organic Carbon (SOC);3,41;0,15;6;2,79;0,14;6;0,2;%;Monitorar o carbono orgânico do solo em longo prazo sob diferentes estratégias de manejo.;SOC foi 22% maior sob o sistema intensificado, indicando melhoria da qualidade do solo.
150;2024;10.1016/j.scitotenv.2023.168327;Zhao et al. (2024) – Soil carbon sequestration and aggregate stability improvement by tillage methods in China’s Loess Plateau;China (Condado de Lintao, Planalto de Loess);No-till with precision placement and cover crop (sustainable intensification);Conventional tillage with spring wheat-fallow rotation;Calcaric Cambisol;Cambissolo Calcário;0–10;Soil Organic Carbon (SOC);6,24;0,39;3;5,28;0,3;3;0,17;g kg⁻¹;Quantificar o impacto de diferentes manejos de solo na estabilidade dos agregados e sequestro de carbono.;O SNT aumentou o SOC em 18% em relação ao CT, indicando maior potencial de sequestro de carbono.
